word_id,word,sense_id,zh_tw,topic,difficulty_level,example_1_id,example_1_en,example_1_zh_tw,example_1_target,example_1_review_status,example_2_id,example_2_en,example_2_zh_tw,example_2_target,example_2_review_status,example_3_en_draft,example_3_zh_tw_draft,example_3_target,semantic_group,part_of_speech,review_decision,review_notes
elementary-big,big,elementary-big,大的/重大的,Sizes & measurements,1,elementary-big-ex1,The elephant is a very big animal with long nose.,大象是有著長鼻子的龐大動物。,big,legacy_review_required,elementary-big-ex2,A big elephant can carry heavy logs with its trunk.,大象能用牠的鼻子搬運重木頭。,big,legacy_review_required,,,big,,,,
elementary-small,small,elementary-small,小的/微弱的,Sizes & measurements,4,elementary-small-ex1,A small ant is carrying a bread crumb slowly.,一隻小螞蟻正在緩慢地搬運麵包屑。,small,legacy_review_required,elementary-small-ex2,The small mouse ran quickly into a tiny hole.,小老鼠快速跑進了一個小洞裡。,small,legacy_review_required,,,small,,,,
elementary-long,long,elementary-long,長期的/長的/渴望,Sizes & measurements,3,elementary-long-ex1,Giraffes have a very long neck to eat leaves.,長頸鹿有很長的脖子以吃樹葉。,long,legacy_review_required,elementary-long-ex2,A giraffe has a very long neck to reach high leaves.,長頸鹿有著很長脖子來吃到高處的葉子。,long,legacy_review_required,,,long,,,,
passport-light,light,passport-light,輕的/明亮的/光線/點燃,Sizes & measurements,4,passport-light-ex1,"The feather is very light, but the rock is heavy.",羽毛很輕，但石頭很重。,light,legacy_review_required,passport-light-ex2,A feather is very light and can float in the breeze.,羽毛非常輕，可以在微風中漂浮。,light,legacy_review_required,,,light,,,,
passport-high,high,passport-high,高的/高地/高度,Sizes & measurements,3,passport-high-ex1,The eagle is flying high above the green mountains.,老鷹正飛在高高的青山之上。,high,legacy_review_required,passport-high-ex2,The bird is flying high above the white clouds.,鳥在白雲高空飛翔。,high,legacy_review_required,,,high,,,,
passport-pair,pair,passport-pair,一雙/一對,Sizes & measurements,3,passport-pair-ex1,He bought a new pair of sports shoes yesterday.,他昨天買了一雙新的運動鞋。,pair,legacy_review_required,passport-pair-ex2,I bought a new pair of sport shoes yesterday.,我昨天買了一雙新的運動鞋。,pair,legacy_review_required,,,pair,,,,
elementary-play,play,elementary-play,玩/打(球)/玩耍,Sports,3,elementary-play-ex1,Children love to play games on the school playground.,孩子們喜歡在學校操場上玩遊戲。,play,legacy_review_required,elementary-play-ex2,The children play happily on the school swings.,孩子們在學校鞦韆上玩得很高興。,play,legacy_review_required,,,play,,,,
elementary-sing,sing,elementary-sing,唱歌/吟唱,Sports,3,elementary-sing-ex1,The students sing songs happily in the music class.,學生們在音樂課上快樂地唱歌。,sing,legacy_review_required,elementary-sing-ex2,My sister sings a sweet song for our grandmother.,我妹妹為我們的祖母唱了一首甜美的歌。,sing,legacy_review_required,,,sing,,,,
elementary-dance,dance,elementary-dance,跳舞/舞蹈,Sports,5,elementary-dance-ex1,She likes to dance to the lively pop music.,她喜歡隨著輕快的流行音樂跳舞。,dance,legacy_review_required,elementary-dance-ex2,The children love to dance to the cheerful music.,孩子們很喜歡跟著輕快的音樂跳舞。,dance,legacy_review_required,,,dance,,,,
passport-paint,paint,passport-paint,繪畫/油漆/顏料,Sports,4,passport-paint-ex1,He wants to paint the bird cage yellow tomorrow.,他明天想把鳥籠漆成黃色。,paint,legacy_review_required,passport-paint-ex2,We use water color paint to make school posters.,我們用水彩顏料來製作學校海報。,paint,legacy_review_required,,,paint,,,,
junior-hike,hike,junior-hike,健行/徒步旅行,Sports,5,junior-hike-ex1,We love to hike in the mountains on sunny weekends.,我們喜歡在晴朗的週末去山上健行。,hike,legacy_review_required,junior-hike-ex2,We like to hike in the mountains on sunny weekends.,我們喜歡在晴朗的週末去山裡健行。,hike,legacy_review_required,,,hike,,,,
elementary-swim,swim,elementary-swim,游泳,Sports,3,elementary-swim-ex1,Polar bears can swim very fast in the cold ocean.,北極熊可以在寒冷的海洋中游得很快。,swim,legacy_review_required,elementary-swim-ex2,We swim in the school pool in hot summer.,我們在炎熱的夏天在學校泳池裡游泳。,swim,legacy_review_required,,,swim,,,,
passport-climb,climb,passport-climb,攀爬/爬/攀登,Sports,4,passport-climb-ex1,The monkeys like to climb trees and jump around.,猴子們喜歡爬樹並跳來跳去。,climb,legacy_review_required,passport-climb-ex2,The clever monkey can climb trees very fast.,聰明的猴子爬樹可以爬得很快。,climb,legacy_review_required,,,climb,,,,
junior-ball,ball,junior-ball,球,Sports,2,junior-ball-ex1,Throw the ball to me and I will catch it.,把球丟給我，我會接住它。,ball,legacy_review_required,junior-ball-ex2,He kicked the ball straight into the goal.,他把球直接踢進了球門。,ball,legacy_review_required,,,ball,,,,
junior-baseball,baseball,junior-baseball,棒球/棒球運動,Sports,8,junior-baseball-ex1,Baseball is one of the most popular sports in Taiwan.,棒球是台灣最受歡迎的運動之一。,baseball,legacy_review_required,junior-baseball-ex2,We played baseball in the park yesterday afternoon.,我們昨天下午在公園打了棒球。,baseball,legacy_review_required,,,baseball,,,,
junior-basketball,basketball,junior-basketball,籃球/籃球運動,Sports,8,junior-basketball-ex1,They practice playing basketball after school every Tuesday afternoon.,他們每個星期二下午放學後練習打籃球。,basketball,legacy_review_required,junior-basketball-ex2,My brother trains hard to be a good basketball player.,我哥哥努力訓練想成為一名優秀的籃球員。,basketball,legacy_review_required,,,basketball,,,,
passport-football,football,passport-football,美式足球/足球,Sports,7,passport-football-ex1,"In the UK, people call soccer football.",在英國，人們把 soccer 叫做 football。,football,legacy_review_required,passport-football-ex2,Football is a popular sport in many countries.,美式足球/足球在許多國家是受歡迎的運動。,football,legacy_review_required,,,football,,,,
passport-soccer,soccer,passport-soccer,足球,Sports,7,passport-soccer-ex1,We have a friendly soccer game with another school.,我們和另一所學校有一場友誼足球賽。,soccer,legacy_review_required,passport-soccer-ex2,We play soccer together on the school field during recess.,下課時間我們在學校操場上一起踢足球。,soccer,legacy_review_required,,,soccer,,,,
junior-sport,sport,junior-sport,運動/體育活動,Sports,4,junior-sport-ex1,Running and swimming are very good sports for health.,跑步和游泳是對健康非常好得運動。,sport,legacy_review_required,junior-sport-ex2,Running is a simple sport that keeps you healthy.,跑步是能讓你保持健康的簡單運動。,sport,legacy_review_required,,,sport,,,,
junior-toy,toy,junior-toy,玩具/玩物,Other nouns,16,junior-toy-ex1,He shared his new toy car with his little brother.,他和弟弟分享了他的新玩具車。,toy,legacy_review_required,junior-toy-ex2,Please share your toys with your younger brother.,請和你的弟弟分享你的玩具。,toy,legacy_review_required,,,toy,,,,
passport-doll,doll,passport-doll,洋娃娃/玩偶,Sports,2,passport-doll-ex1,My little sister put her cute doll to bed.,我妹妹把她可愛的玩偶放上床睡覺。,doll,legacy_review_required,passport-doll-ex2,My sister likes to dress up her favorite doll.,我妹妹喜歡給她最喜愛的洋娃娃裝扮。,doll,legacy_review_required,,,doll,,,,
passport-yo-yo,yo-yo,passport-yo-yo,溜溜球,Sports,6,passport-yo-yo-ex1,He showed us a cool trick with his red yo-yo.,他用他的紅溜溜球向我們展示了一個炫酷的特技。,yo-yo,legacy_review_required,passport-yo-yo-ex2,My grandfather taught me a cool trick with the yo-yo.,我爺爺教了我一個很酷的溜溜球把戲。,yo-yo,legacy_review_required,,,yo-yo,,,,
passport-win,win,passport-win,贏得/獲勝,Sports,2,passport-win-ex1,Our school team hopes to win the soccer game.,我們校隊希望能贏得這場足球賽。,win,legacy_review_required,passport-win-ex2,"If we work together, we can win this game.",如果我們合作，我們就能贏得這場比賽。,win,legacy_review_required,,,win,,,,
passport-trip,trip,passport-trip,旅行/旅程/跌倒,Sports,3,passport-trip-ex1,We are planning a short day trip to Yilan.,我們正在計劃去宜蘭的短途一日遊。,trip,legacy_review_required,passport-trip-ex2,We had a wonderful family trip to Hualien last month.,上個月我們去花蓮進行了一次美好的家庭旅行。,trip,legacy_review_required,,,trip,,,,
junior-card,card,junior-card,卡片/紙牌,Sports,2,junior-card-ex1,She sent a handmade birthday card to her teacher.,她寄了一張手工製作的生日卡片給老師。,card,legacy_review_required,junior-card-ex2,I made a colorful card to wish my grandpa a happy birthday.,我做了一張彩色的卡片祝我爺爺生日快樂。,card,legacy_review_required,,,card,,,,
passport-drum,drum,passport-drum,鼓/打鼓,Sports,2,passport-drum-ex1,He plays the drum loudly in the school band.,他在學校樂隊裡大聲地敲鼓。,drum,legacy_review_required,passport-drum-ex2,He plays the drum in our school music band.,他在我們學校的管樂隊裡打鼓。,drum,legacy_review_required,,,drum,,,,
junior-game,game,junior-game,遊戲/比賽,Sports,5,junior-game-ex1,Let us play an interesting board game together tonight.,我們今天晚上一起玩一個有趣的桌遊吧。,game,legacy_review_required,junior-game-ex2,We played a fun English spelling game in class today.,我們今天在課堂上玩了一個有趣的英文拼字遊戲。,game,legacy_review_required,,,game,,,,
passport-kite,kite,passport-kite,風箏,Sports,5,passport-kite-ex1,A strong wind makes the colorful kite fly high.,強風讓色彩繽紛的風箏飛得很高。,kite,legacy_review_required,passport-kite-ex2,A colorful kite is flying high in the blue sky.,一隻彩色的風箏在藍天中高飛。,kite,legacy_review_required,,,kite,,,,
junior-song,song,junior-song,歌曲/歌,Sports,3,junior-song-ex1,Let us sing a traditional English song together now.,我們現在一起唱一首傳統的英文歌曲吧。,song,legacy_review_required,junior-song-ex2,Let's sing a happy song together to start class.,讓我們一起唱首快樂的歌開始上課。,song,legacy_review_required,,,song,,,,
passport-movie,movie,passport-movie,電影,Sports,6,passport-movie-ex1,We watched a funny animation movie last night.,我們昨晚看了一部有趣的動畫電影。,movie,legacy_review_required,passport-movie-ex2,We watched a funny animation movie in the theater.,我們在電影院看了一部有趣的動畫電影。,movie,legacy_review_required,,,movie,,,,
passport-piano,piano,passport-piano,鋼琴,Sports,6,passport-piano-ex1,She practices playing the piano for one hour daily.,她每天練習彈鋼琴一個小時。,piano,legacy_review_required,passport-piano-ex2,She practices the piano for one hour every evening.,她每天晚上練習彈鋼琴一個小時。,piano,legacy_review_required,,,piano,,,,
passport-cup,cup,passport-cup,杯子/獎盃,Tableware,1,passport-cup-ex1,He drank a cup of warm water this morning.,他今天早上喝了一杯溫開水。,cup,legacy_review_required,passport-cup-ex2,Would you like a cup of warm milk before bed?,睡前要來一杯溫牛奶嗎？,cup,legacy_review_required,,,cup,,,,
junior-dish,dish,junior-dish,碟子/盤子/菜餚,Tableware,2,junior-dish-ex1,Please help me wash the dirty dishes after dinner.,晚餐後請幫我清洗髒盤子。,dish,legacy_review_required,junior-dish-ex2,Please wash your own eating dish after lunch.,午餐後請洗自己的餐盤。,dish,legacy_review_required,,,dish,,,,
passport-glass,glass,passport-glass,玻璃杯/玻璃/眼鏡(複數),Tableware,4,passport-glass-ex1,A glass of fresh orange juice tastes very good.,一杯新鮮的柳橙汁味道非常好。,glass,legacy_review_required,passport-glass-ex2,"Please fill this glass with cold water, thank you.",請把這個玻璃杯裝滿冷水，謝謝。,glass,legacy_review_required,,,glass,,,,
passport-fork,fork,passport-fork,叉子,Tableware,2,passport-fork-ex1,We use a fork and spoon to eat spaghetti.,我們使用叉子和湯匙來吃義大利麵。,fork,legacy_review_required,passport-fork-ex2,We use a fork and a knife to eat steak.,我們用叉子和刀吃牛排。,fork,legacy_review_required,,,fork,,,,
passport-spoon,spoon,passport-spoon,湯匙/匙,Tableware,4,passport-spoon-ex1,Give me a small spoon to eat the pudding.,給我一個小湯匙來吃布丁。,spoon,legacy_review_required,passport-spoon-ex2,Use a spoon to drink your pumpkin soup carefully.,用湯匙小心喝你的南瓜湯。,spoon,legacy_review_required,,,spoon,,,,
passport-knife,knife,passport-knife,刀子/餐刀,Tableware,6,passport-knife-ex1,Be careful! Do not play with the sharp knife.,小心！不要玩鋒利的刀子。,knife,legacy_review_required,passport-knife-ex2,"Be careful, the kitchen knife is very sharp.",小心，這把菜刀非常鋒利。,knife,legacy_review_required,,,knife,,,,
passport-chopsticks,chopsticks,passport-chopsticks,筷子(複數),Tableware,8,passport-chopsticks-ex1,"In Taiwan, we use chopsticks to eat rice and noodles.",在台灣，我們使用筷子來吃米飯和麵條。,chopsticks,legacy_review_required,passport-chopsticks-ex2,We usually use chopsticks to eat noodles for lunch.,我們午餐通常用筷子吃麵條。,chopsticks,legacy_review_required,,,chopsticks,,,,
passport-mug,mug,passport-mug,馬克杯/大杯子,Tableware,2,passport-mug-ex1,Grandpa made a mug of hot coffee for himself.,爺爺給自己泡了一馬克杯的熱咖啡。,mug,legacy_review_required,passport-mug-ex2,My dad drinks hot coffee from his blue mug every morning.,我爸爸每天早上用他的藍色馬克杯喝熱咖啡。,mug,legacy_review_required,,,mug,,,,
junior-evening,evening,junior-evening,傍晚/晚上,Time,8,junior-evening-ex1,We usually do our homework in the early evening.,我們通常在傍晚做功課。,evening,legacy_review_required,junior-evening-ex2,We gather in the living room to talk in the evening.,我們晚上在客廳聚集聊天。,evening,legacy_review_required,,,evening,,,,
junior-night,night,junior-night,夜晚/晚上,Time,4,junior-night-ex1,The stars shine brightly in the dark sky at night.,夜裡星星在黑暗的天空中明亮地照耀著。,night,legacy_review_required,junior-night-ex2,The moon shines brightly in the dark night sky.,月亮在黑夜的天空中明亮地照耀著。,night,legacy_review_required,,,night,,,,
junior-now,now,junior-now,現在/立刻,Time,2,junior-now-ex1,Please come into the classroom and sit down now.,現在請進教室坐好。,now,legacy_review_required,junior-now-ex2,It is time to go to school now.,現在是去學校的時候了。,now,legacy_review_required,,,now,,,,
junior-tomorrow,tomorrow,junior-tomorrow,明天,Time,8,junior-tomorrow-ex1,"Tomorrow is Sunday, so we do not go to school.",明天是星期天，所以我們不上學。,tomorrow,legacy_review_required,junior-tomorrow-ex2,We will have a science experiment tomorrow morning.,我們明天早上有一堂自然科學實驗課。,tomorrow,legacy_review_required,,,tomorrow,,,,
junior-day,day,junior-day,白天/天/一日,Time,1,junior-day-ex1,We went to the beach on a warm sunny day.,我們在一個溫暖的晴天去了海灘。,day,legacy_review_required,junior-day-ex2,I hope you have a happy and wonderful day today.,我希望你今天度過快樂又美好的一天。,day,legacy_review_required,,,day,,,,
junior-yesterday,yesterday,junior-yesterday,昨天,Time,8,junior-yesterday-ex1,I finished reading the whole book yesterday afternoon.,我昨天下午讀完了整本書。,yesterday,legacy_review_required,junior-yesterday-ex2,We played basketball in the park yesterday afternoon.,我們昨天下午在公園打了籃球。,yesterday,legacy_review_required,,,yesterday,,,,
junior-early,early,junior-early,早的/早地/提早的,Time,5,junior-early-ex1,The diligent student always arrives at school very early.,勤奮的學生總是早早就到學校。,early,legacy_review_required,junior-early-ex2,I wake up early in the morning to see the sunrise.,我清晨早起看日出。,early,legacy_review_required,,,early,,,,
junior-late,late,junior-late,晚的/遲的/晚地,Time,5,junior-late-ex1,Hurry up! We are going to be late for class.,快一點！我們上課要遲到了。,late,legacy_review_required,junior-late-ex2,Please hurry up so we won't be late for the schoolbus.,請快一點，這樣我們搭校車才不會遲到。,late,legacy_review_required,,,late,,,,
elementary-time,time,elementary-time,時間/次數,Time,5,elementary-time-ex1,What time does the school library open on weekdays?,學校圖書館在工作日幾點開放？,time,legacy_review_required,elementary-time-ex2,It is time to go to bed now. Good night!,現在是睡覺時間了。晚安！,time,legacy_review_required,,,time,,,,
elementary-watch,watch,elementary-watch,手錶/看/觀察/注意,Time,4,elementary-watch-ex1,My dad bought me a nice watch for my birthday.,我爸爸買了一隻漂亮的手錶送我當生日禮物。,watch,legacy_review_required,elementary-watch-ex2,My grandfather gave me a nice digital watch as a gift.,我爺爺送我一隻精美的手錶當作禮物。,watch,legacy_review_required,,,watch,,,,
junior-year,year,junior-year,年/年份,Time,4,junior-year-ex1,We are looking forward to a wonderful new year.,我們正期待著美好的一年。,year,legacy_review_required,junior-year-ex2,This school year is going to be full of fun learning.,這個學年將會充滿有趣的學習。,year,legacy_review_required,,,year,,,,
junior-clock,clock,junior-clock,時鐘/鐘,Time,4,junior-clock-ex1,The clock on the wall shows it is eight o'clock.,牆上的時鐘顯示現在是八點鐘。,clock,legacy_review_required,junior-clock-ex2,The clock on the wall shows that it is eight o'clock.,牆上的時鐘顯示現在是八點鐘。,clock,legacy_review_required,,,clock,,,,
elementary-o-clock,o'clock,elementary-o-clock,點鐘,Time,7,elementary-o-clock-ex1,The school sports day starts at nine o'clock sharp.,學校運動會在九點整準時開始。,o'clock,legacy_review_required,elementary-o-clock-ex2,We have an English lesson at nine o'clock today.,我們今天九點鐘有一堂英文課。,o'clock,legacy_review_required,,,o'clock,,,,
junior-spring,spring,junior-spring,春天/泉水/彈簧,Time,4,junior-spring-ex1,Many beautiful flowers bloom in the warm spring.,許多美麗的花朵在溫暖的春天盛開。,spring,legacy_review_required,junior-spring-ex2,Beautiful flowers start to open in warm spring.,美麗的花朵在溫暖的春天開始綻放。,spring,legacy_review_required,,,spring,,,,
junior-summer,summer,junior-summer,夏天/夏季,Time,7,junior-summer-ex1,We love to eat cold watermelon in the hot summer.,我們在炎熱的夏天熱愛吃冰西瓜。,summer,legacy_review_required,junior-summer-ex2,"Summer is hot, and we love to eat cold ice cream.",夏天很熱，我們很喜歡吃冰涼的冰淇淋。,summer,legacy_review_required,,,summer,,,,
junior-fall,fall,junior-fall,落下/跌倒/秋天/降臨,Time,2,junior-fall-ex1,Leaves turn yellow and fall from trees in autumn.,秋天時葉子變黃並從樹上落下。,fall,legacy_review_required,junior-fall-ex2,Watch your step so you do not fall on the wet grass.,看好你的腳步，才不會在濕草地上跌倒。,fall,legacy_review_required,,,fall,,,,
junior-winter,winter,junior-winter,冬天/冬季,Time,7,junior-winter-ex1,It is very cold and sometimes snows in winter.,冬天非常冷，有時候還會下雪。,winter,legacy_review_required,junior-winter-ex2,"It gets very cold in winter, so we wear warm coats.",冬天的天氣變得很冷，所以我們穿溫暖的外套。,winter,legacy_review_required,,,winter,,,,
passport-season,season,passport-season,季節,Time,7,passport-season-ex1,My favorite season of the year is cool autumn.,我一年中最喜歡的季節是涼爽的秋天。,season,legacy_review_required,passport-season-ex2,"Winter is a cold season, but Christmas is warm.",冬天是一個寒冷的季節，但耶誕節卻很溫暖。,season,legacy_review_required,,,season,,,,
junior-monday,Monday,junior-monday,星期一,Time,7,junior-monday-ex1,Monday is the first school day of the week.,星期一是這一週的第一個上學日。,Monday,legacy_review_required,junior-monday-ex2,We sing the school song together on Monday morning.,我們在星期一早上一起唱校歌。,Monday,legacy_review_required,,,Monday,,,,
junior-tuesday,Tuesday,junior-tuesday,星期二,Time,7,junior-tuesday-ex1,We have a music class every Tuesday afternoon.,我們每個星期二下午有一節音樂課。,Tuesday,legacy_review_required,junior-tuesday-ex2,We have a PE lesson and play soccer on Tuesday.,我們在星期二有一堂體育課並踢足球。,Tuesday,legacy_review_required,,,Tuesday,,,,
junior-wednesday,Wednesday,junior-wednesday,星期三,Time,8,junior-wednesday-ex1,Wednesday afternoon is our sports and club time.,星期三下午是我們的運動和社團時間。,Wednesday,legacy_review_required,junior-wednesday-ex2,Our school has a half day of classes on Wednesday.,我們學校星期三只上半天課。,Wednesday,legacy_review_required,,,Wednesday,,,,
junior-thursday,Thursday,junior-thursday,星期四,Time,7,junior-thursday-ex1,We will visit the science museum next Thursday morning.,我們下星期四早上將造訪自然科學博物館。,Thursday,legacy_review_required,junior-thursday-ex2,I borrow new storybooks from the library on Thursday.,我星期四在圖書館借新的故事書。,Thursday,legacy_review_required,,,Thursday,,,,
junior-friday,Friday,junior-friday,星期五,Time,6,junior-friday-ex1,Friday is the last school day before the weekend.,星期五是週末前的最後一個上學日。,Friday,legacy_review_required,junior-friday-ex2,Friday is my favorite day because the weekend is near.,星期五是我最喜歡的一天，因為週末快到了。,Friday,legacy_review_required,,,Friday,,,,
junior-saturday,Saturday,junior-saturday,星期六,Time,8,junior-saturday-ex1,I like to go hiking with my family on Saturday.,我星期六喜歡和家人一起去健行。,Saturday,legacy_review_required,junior-saturday-ex2,I love to eat hot pancakes on Saturday morning.,我喜歡在星期六早上吃熱鬆餅。,Saturday,legacy_review_required,,,Saturday,,,,
junior-sunday,Sunday,junior-sunday,星期日,Time,7,junior-sunday-ex1,"Sunday is a holiday, and we can rest at home.",星期天是假日，我們可以留在家裡休息。,Sunday,legacy_review_required,junior-sunday-ex2,We go hiking on the mountain with family on Sunday.,我們星期日和家人一起去山上健行。,Sunday,legacy_review_required,,,Sunday,,,,
junior-week,week,junior-week,星期/週,Time,3,junior-week-ex1,There are seven days in a single week.,單單一週內就有七天。,week,legacy_review_required,junior-week-ex2,There are seven days in a week.,一星期有七天。,week,legacy_review_required,,,week,,,,
passport-january,January,passport-january,一月,Time,8,passport-january-ex1,January is the very first month of the year.,一月是一年當中的第一個月份。,January,legacy_review_required,passport-january-ex2,January first is the beginning of a new year.,一月一日是一年的開始。,January,legacy_review_required,,,January,,,,
passport-february,February,passport-february,二月,Time,8,passport-february-ex1,February usually has twenty-eight days in a year.,二月份在一年中通常只有二十八天。,February,legacy_review_required,passport-february-ex2,February is the second and shortest month of the year.,二月是一年中第二個也是最短的月份。,February,legacy_review_required,,,February,,,,
passport-march,March,passport-march,三月,Time,4,passport-march-ex1,The weather starts to turn warm in March here.,這裡的天氣在三月份開始轉暖。,March,legacy_review_required,passport-march-ex2,Spring usually starts to arrive in March.,春天通常在三月份開始到來。,March,legacy_review_required,,,March,,,,
passport-april,April,passport-april,四月,Time,5,passport-april-ex1,April showers bring beautiful flowers in spring.,四月的雨水在春天帶來了美麗的花朵。,April,legacy_review_required,passport-april-ex2,My cousin has a birthday party in April.,我表弟/表妹在四月舉辦生日派對。,April,legacy_review_required,,,April,,,,
passport-may,May,passport-may,可能/可以/五月,Time,1,passport-may-ex1,Mother's Day is celebrated on the second Sunday of May.,母親節在五月的第二個星期日慶祝。,May,legacy_review_required,passport-may-ex2,May I borrow your green marker for my painting?,我畫畫可以借你的綠色白板筆嗎？,May,legacy_review_required,,,May,,,,
passport-june,June,passport-june,六月,Time,5,passport-june-ex1,Summer vacation usually begins in the late June.,暑假通常在六月下旬開始。,June,legacy_review_required,passport-june-ex2,"School ends in June, and summer vacation starts.",學校在六月結束，暑假開始。,June,legacy_review_required,,,June,,,,
passport-july,July,passport-july,七月,Time,5,passport-july-ex1,July is a very hot month of the summer holiday.,七月是暑假中一個非常炎熱的月份。,July,legacy_review_required,passport-july-ex2,"It is hot in July, and we go swimming.",七月天氣很熱，我們去游泳。,July,legacy_review_required,,,July,,,,
passport-august,August,passport-august,八月,Time,6,passport-august-ex1,Father's Day in Taiwan is on the eighth of August.,台灣的父親節是在八月八日。,August,legacy_review_required,passport-august-ex2,August is the last month of our summer vacation.,八月是我們暑假的最後一個月。,August,legacy_review_required,,,August,,,,
passport-september,September,passport-september,九月,Time,8,passport-september-ex1,Students go back to school in September in Taiwan.,台灣的學生在九月份返校上課。,September,legacy_review_required,passport-september-ex2,We go back to school in September to meet our friends.,我們在九月回學校和朋友見面。,September,legacy_review_required,,,September,,,,
passport-october,October,passport-october,十月,Time,8,passport-october-ex1,Halloween is celebrated on the last day of October.,萬聖節在十月的最後一天慶祝。,October,legacy_review_required,passport-october-ex2,Halloween is celebrated on the last day of October.,萬聖節在十月的最後一天慶祝。,October,legacy_review_required,,,October,,,,
passport-november,November,passport-november,十一月,Time,8,passport-november-ex1,The weather turns cool and pleasant in November.,天氣在十一月份變得涼爽宜人。,November,legacy_review_required,passport-november-ex2,The weather gets cool in November in Taiwan.,台灣在十一月時天氣變涼。,November,legacy_review_required,,,November,,,,
passport-december,December,passport-december,十二月,Time,8,passport-december-ex1,Christmas is celebrated on the twenty-fifth of December.,聖誕節在十二月二十五日慶祝。,December,legacy_review_required,passport-december-ex2,We decorate the classroom for Christmas in December.,我們在十二月裝飾教室準備過耶誕節。,December,legacy_review_required,,,December,,,,
elementary-ride,ride,elementary-ride,騎(馬、車等),Transportation,5,elementary-ride-ex1,I want to learn how to ride a bike.,我想學習如何騎腳踏車。,ride,legacy_review_required,elementary-ride-ex2,My sister likes to ride her kick scooter in the park.,我妹妹喜歡在公園裡騎她的滑板車。,ride,legacy_review_required,,,ride,,,,
elementary-fly,fly,elementary-fly,飛/飛行/蒼蠅,Transportation,1,elementary-fly-ex1,Many birds fly to warm places in winter.,許多鳥在冬天飛往溫暖的地方。,fly,legacy_review_required,elementary-fly-ex2,A big airplane can fly high above the white clouds.,大飛機可以在白雲高空飛行。,fly,legacy_review_required,,,fly,,,,
junior-drive,drive,junior-drive,駕駛/開車,Transportation,5,junior-drive-ex1,My mother drives a blue car to work daily.,我媽媽每天開著藍色車子去上班。,drive,legacy_review_required,junior-drive-ex2,Please drive slowly when you pass the school gate.,路過校門口時請減速慢行/慢速駕駛。,drive,legacy_review_required,,,drive,,,,
junior-turn,turn,junior-turn,轉彎/轉動/輪流,Transportation,3,junior-turn-ex1,Please turn right when you see the post office.,當你看到郵局時請右轉。,turn,legacy_review_required,junior-turn-ex2,It is your turn to answer the English question now.,現在輪到你回答英文問題了。,turn,legacy_review_required,,,turn,,,,
elementary-car,car,elementary-car,車子/汽車,Transportation,1,elementary-car-ex1,My father parked the red car near our house.,我爸爸把紅色的車子停在我們家附近。,car,legacy_review_required,elementary-car-ex2,My parents bought a new green car last month.,我父母上個月買了一輛綠色的新車。,car,legacy_review_required,,,car,,,,
elementary-bus,bus,elementary-bus,公車/巴士,Transportation,1,elementary-bus-ex1,We take the school bus to school every morning.,我們每天早上搭校車去上學。,bus,legacy_review_required,elementary-bus-ex2,We must stand in line to get on the school bus.,我們必須排隊搭乘校車。,bus,legacy_review_required,,,bus,,,,
passport-bus-stop,bus stop,passport-bus-stop,公車站/公車站牌,Transportation,7,passport-bus-stop-ex1,The students are waiting patiently at the bus stop.,學生們正在公車站耐心等待。,bus stop,legacy_review_required,passport-bus-stop-ex2,The bus stop is just a few steps away from our house.,公車站離我們家只有幾步之遙。,bus stop,legacy_review_required,,,bus stop,,,,
junior-taxi,taxi,junior-taxi,計程車,Transportation,5,junior-taxi-ex1,We took a taxi because we were very late.,我們搭了計程車，因為我們遲到了。,taxi,legacy_review_required,junior-taxi-ex2,The yellow taxi stopped in front of the train station.,黃色的計程車停在火車站前。,taxi,legacy_review_required,,,taxi,,,,
passport-airport,airport,passport-airport,機場,Transportation,7,passport-airport-ex1,The airplane landed safely at the Taoyuan airport.,飛機安全降落在桃園機場。,airport,legacy_review_required,passport-airport-ex2,We went to the airport to welcome our grandfather.,我們去機場迎接我們的爺爺。,airport,legacy_review_required,,,airport,,,,
passport-ship,ship,passport-ship,船(大型),Transportation,3,passport-ship-ex1,A large cargo ship is sailing across the ocean.,一艘大型貨輪正在橫渡大洋。,ship,legacy_review_required,passport-ship-ex2,A giant cruise ship is resting in the quiet harbor.,一艘巨型郵輪停泊在安靜的港口。,ship,legacy_review_required,,,ship,,,,
junior-boat,boat,junior-boat,小船/船,Transportation,2,junior-boat-ex1,We rode a small wooden boat on the lake.,我們在湖上划了一艘木製小船。,boat,legacy_review_required,junior-boat-ex2,My grandpa owns a small fishing boat on the river.,我爺爺在河上有一艘捕魚小船。,boat,legacy_review_required,,,boat,,,,
junior-station,station,junior-station,車站/站/局,Transportation,7,junior-station-ex1,The train arrived at the station on time.,火車準時抵達了車站。,station,legacy_review_required,junior-station-ex2,We met our friends at the bus station this morning.,我們今天早上在公車站和朋友見面。,station,legacy_review_required,,,station,,,,
passport-motorcycle,motorcycle,passport-motorcycle,機車/摩托車,Transportation,8,passport-motorcycle-ex1,Riding a motorcycle in Taiwan is very common.,在台灣騎機車是非常普遍的。,motorcycle,legacy_review_required,passport-motorcycle-ex2,My father wears a heavy helmet to ride his motorcycle.,我爸爸戴著厚重的安全帽騎機車。,motorcycle,legacy_review_required,,,motorcycle,,,,
